timestamp,RAM_Usage_In_Percentage,CPU_Usage_In_Percentage,DISK_Usage_In_Percantage
Fri 21 Jan 2022 14:31:40 +0000,54.6,6.2,17.9
Fri 21 Jan 2022 14:31:50 +0000,54.6,4.8,17.9
Fri 21 Jan 2022 14:32:00 +0000,54.6,7.1,17.9
Fri 21 Jan 2022 14:32:10 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:32:20 +0000,54.6,5.2,17.9
Fri 21 Jan 2022 14:32:30 +0000,54.6,5.3,17.9
Fri 21 Jan 2022 14:32:40 +0000,54.6,6.4,17.9
Fri 21 Jan 2022 14:32:50 +0000,54.6,6.9,17.9
Fri 21 Jan 2022 14:33:01 +0000,54.6,6.2,17.9
Fri 21 Jan 2022 14:33:11 +0000,54.6,5.0,17.9
Fri 21 Jan 2022 14:33:21 +0000,54.6,5.2,17.9
Fri 21 Jan 2022 14:33:31 +0000,54.6,5.2,17.9
Fri 21 Jan 2022 14:33:41 +0000,54.6,7.1,17.9
Fri 21 Jan 2022 14:33:51 +0000,54.6,4.9,17.9
Fri 21 Jan 2022 14:34:01 +0000,54.6,6.4,17.9
Fri 21 Jan 2022 14:34:11 +0000,54.6,5.9,17.9
Fri 21 Jan 2022 14:34:21 +0000,54.6,6.4,17.9
Fri 21 Jan 2022 14:34:31 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:34:41 +0000,54.6,6.6,17.9
Fri 21 Jan 2022 14:34:51 +0000,54.6,5.3,17.9
Fri 21 Jan 2022 14:35:01 +0000,54.6,6.3,17.9
Fri 21 Jan 2022 14:35:11 +0000,54.6,4.8,17.9
Fri 21 Jan 2022 14:35:21 +0000,54.6,5.0,17.9
Fri 21 Jan 2022 14:35:31 +0000,54.6,6.2,17.9
Fri 21 Jan 2022 14:35:41 +0000,54.7,7.4,17.9
Fri 21 Jan 2022 14:35:51 +0000,54.6,4.9,17.9
Fri 21 Jan 2022 14:36:01 +0000,54.6,6.7,17.9
